week,date,city,country,tier,market_type,is_treated,post_treatment,treated_post,orders,active_users,new_users,aov_eur,reorder_rate,conversion_rate,avg_basket_items,delivery_fee_eur,weekly_revenue_eur,macro_shock
58,2023-02-06,Casablanca,Morocco,2,monopoly,0,0,0,25398,17681,2964,8.49,0.665,0.0262,2.84,0.64,219024.0,0.9977
59,2023-02-13,Casablanca,Morocco,2,monopoly,0,0,0,24933,17487,3089,8.36,0.659,0.0544,2.85,0.67,211955.0,1.0021
60,2023-02-20,Casablanca,Morocco,2,monopoly,0,0,0,27498,17578,2625,8.52,0.66,0.0494,2.81,0.62,237552.0,1.0121
61,2023-02-27,Casablanca,Morocco,2,monopoly,0,0,0,26479,16687,2020,8.63,0.658,0.0411,3.0,0.63,231668.0,1.0026
62,2023-03-06,Casablanca,Morocco,2,monopoly,0,0,0,25168,17641,3052,8.5,0.703,0.0467,2.81,0.68,217527.0,0.9997
63,2023-03-13,Casablanca,Morocco,2,monopoly,0,0,0,27487,17396,2327,8.68,0.675,0.0487,2.67,0.67,242084.0,0.9876
64,2023-03-20,Casablanca,Morocco,2,monopoly,0,0,0,26880,17159,2490,8.56,0.678,0.048,2.58,0.61,233233.0,0.9788
65,2023-03-27,Casablanca,Morocco,2,monopoly,0,0,0,30519,20071,2495,8.67,0.653,0.0446,2.77,0.69,268754.0,0.9951
66,2023-04-03,Casablanca,Morocco,2,monopoly,0,0,0,30012,19992,2578,8.51,0.646,0.0545,2.86,0.59,258941.0,1.0118
67,2023-04-10,Casablanca,Morocco,2,monopoly,0,0,0,29829,20060,3264,8.71,0.682,0.0437,2.76,0.67,263843.0,1.0069
68,2023-04-17,Casablanca,Morocco,2,monopoly,0,0,0,31379,19753,2944,8.57,0.657,0.0504,2.77,0.55,272177.0,1.0155
69,2023-04-24,Casablanca,Morocco,2,monopoly,0,0,0,27558,18126,2447,8.44,0.652,0.0463,2.82,0.6,235852.0,1.014
70,2023-05-01,Casablanca,Morocco,2,monopoly,0,0,0,27411,18518,3462,8.34,0.671,0.0489,2.96,0.64,232163.0,1.002
71,2023-05-08,Casablanca,Morocco,2,monopoly,0,0,0,28798,18577,2741,8.32,0.631,0.0442,2.9,0.66,243278.0,1.0053
72,2023-05-15,Casablanca,Morocco,2,monopoly,0,0,0,26138,18228,2881,8.66,0.671,0.0504,2.57,0.62,229745.0,1.0204
73,2023-05-22,Casablanca,Morocco,2,monopoly,0,0,0,27264,18941,2445,8.39,0.669,0.0357,2.45,0.64,232382.0,1.0128
74,2023-05-29,Casablanca,Morocco,2,monopoly,0,0,0,26417,19303,2511,8.34,0.663,0.0434,2.88,0.61,223850.0,1.0256
75,2023-06-05,Casablanca,Morocco,2,monopoly,0,0,0,27654,18721,2621,8.44,0.639,0.0386,2.6,0.7,237331.0,0.9878
76,2023-06-12,Casablanca,Morocco,2,monopoly,0,0,0,27835,18199,3136,8.58,0.653,0.054,2.79,0.63,242264.0,1.0011
77,2023-06-19,Casablanca,Morocco,2,monopoly,0,0,0,26307,18689,3046,8.37,0.678,0.0488,2.74,0.67,223946.0,1.0017
78,2023-06-26,Casablanca,Morocco,2,monopoly,0,1,0,28350,18051,2964,8.55,0.67,0.0374,2.64,0.71,246237.0,0.9978
79,2023-07-03,Casablanca,Morocco,2,monopoly,0,1,0,27348,18838,3315,8.81,0.667,0.0528,2.89,0.66,244666.0,0.9996
80,2023-07-10,Casablanca,Morocco,2,monopoly,0,1,0,26241,17506,3107,8.7,0.707,0.0478,2.85,0.73,232131.0,0.9779
81,2023-07-17,Casablanca,Morocco,2,monopoly,0,1,0,25433,17352,2849,8.45,0.677,0.0585,2.63,0.59,217980.0,0.9832
82,2023-07-24,Casablanca,Morocco,2,monopoly,0,1,0,26150,17233,2570,8.45,0.65,0.0538,2.67,0.66,224380.0,0.993
83,2023-07-31,Casablanca,Morocco,2,monopoly,0,1,0,28000,17819,2575,8.54,0.671,0.0459,2.76,0.53,241953.0,1.0117
84,2023-08-07,Casablanca,Morocco,2,monopoly,0,1,0,25727,17168,2009,8.57,0.666,0.0499,2.66,0.52,223159.0,1.0019
85,2023-08-14,Casablanca,Morocco,2,monopoly,0,1,0,26941,17301,2589,8.72,0.677,0.0482,2.84,0.55,237780.0,0.9923
86,2023-08-21,Casablanca,Morocco,2,monopoly,0,1,0,25026,17368,2646,8.59,0.707,0.0395,2.93,0.59,218047.0,0.9895
87,2023-08-28,Casablanca,Morocco,2,monopoly,0,1,0,27104,17703,2180,8.63,0.677,0.0614,2.75,0.6,237094.0,1.0032
88,2023-09-04,Casablanca,Morocco,2,monopoly,0,1,0,26193,18284,2745,8.52,0.687,0.0491,2.94,0.63,226620.0,1.0057
89,2023-09-11,Casablanca,Morocco,2,monopoly,0,1,0,29133,18073,2214,8.52,0.659,0.0536,2.63,0.64,251683.0,0.9979
90,2023-09-18,Casablanca,Morocco,2,monopoly,0,1,0,29080,17508,2603,8.37,0.657,0.0478,2.66,0.58,246446.0,1.0043
91,2023-09-25,Casablanca,Morocco,2,monopoly,0,1,0,28550,18794,3009,8.59,0.669,0.0447,2.97,0.58,248515.0,1.0038
92,2023-10-02,Casablanca,Morocco,2,monopoly,0,1,0,29389,19343,2880,8.52,0.662,0.0419,2.92,0.57,253702.0,1.0132
93,2023-10-09,Casablanca,Morocco,2,monopoly,0,1,0,27648,18267,2727,8.44,0.67,0.0435,2.83,0.59,236582.0,1.0008
94,2023-10-16,Casablanca,Morocco,2,monopoly,0,1,0,26585,19031,2555,8.32,0.668,0.0484,2.8,0.62,224727.0,0.9969
95,2023-10-23,Casablanca,Morocco,2,monopoly,0,1,0,28680,17948,3171,8.53,0.669,0.0544,2.97,0.57,247710.0,0.9937
96,2023-10-30,Casablanca,Morocco,2,monopoly,0,1,0,25619,18256,2477,8.48,0.658,0.0448,2.54,0.67,220919.0,0.9798
97,2023-11-06,Casablanca,Morocco,2,monopoly,0,1,0,28614,18284,2486,8.37,0.691,0.0482,2.9,0.76,243668.0,0.9901
98,2023-11-13,Casablanca,Morocco,2,monopoly,0,1,0,28046,19084,3099,8.48,0.674,0.038,2.64,0.67,241666.0,0.9965
99,2023-11-20,Casablanca,Morocco,2,monopoly,0,1,0,27428,18499,2634,8.48,0.658,0.0525,2.94,0.58,235808.0,0.9978
100,2023-11-27,Casablanca,Morocco,2,monopoly,0,1,0,28066,19155,2878,8.55,0.676,0.0442,2.71,0.63,243585.0,0.996
101,2023-12-04,Casablanca,Morocco,2,monopoly,0,1,0,28504,18924,3116,8.4,0.655,0.0614,2.78,0.61,242897.0,0.9818
102,2023-12-11,Casablanca,Morocco,2,monopoly,0,1,0,29132,18395,3229,8.52,0.674,0.0435,2.94,0.66,251847.0,0.9835
103,2023-12-18,Casablanca,Morocco,2,monopoly,0,1,0,29469,18267,2758,8.39,0.677,0.0524,2.72,0.59,250478.0,0.9855
104,2023-12-25,Casablanca,Morocco,2,monopoly,0,1,0,29199,18630,2388,8.65,0.641,0.0562,2.9,0.59,255869.0,0.9818
1,2022-01-03,Nairobi,Kenya,2,monopoly,0,0,0,18438,12548,1864,7.06,0.657,0.0436,2.47,0.65,132619.0,1.0055
2,2022-01-10,Nairobi,Kenya,2,monopoly,0,0,0,18581,12822,2048,7.32,0.658,0.0402,2.73,0.64,138475.0,1.002
3,2022-01-17,Nairobi,Kenya,2,monopoly,0,0,0,18750,12611,1798,7.07,0.682,0.0506,2.83,0.67,135097.0,1.0084
4,2022-01-24,Nairobi,Kenya,2,monopoly,0,0,0,19405,12825,2071,7.1,0.677,0.0412,2.55,0.55,139892.0,1.0222
5,2022-01-31,Nairobi,Kenya,2,monopoly,0,0,0,19769,13269,2229,7.17,0.674,0.0561,2.74,0.63,144252.0,1.0119
6,2022-02-07,Nairobi,Kenya,2,monopoly,0,0,0,20195,13051,1990,7.22,0.661,0.0568,2.72,0.53,147883.0,1.0051
7,2022-02-14,Nairobi,Kenya,2,monopoly,0,0,0,20896,13119,2043,7.0,0.682,0.0452,2.79,0.64,148791.0,1.0207
8,2022-02-21,Nairobi,Kenya,2,monopoly,0,0,0,19740,12806,1808,7.34,0.622,0.0556,2.69,0.63,147312.0,1.0219
9,2022-02-28,Nairobi,Kenya,2,monopoly,0,0,0,19719,13211,1670,7.31,0.663,0.0493,2.77,0.53,146246.0,1.0091
10,2022-03-07,Nairobi,Kenya,2,monopoly,0,0,0,20260,13564,2436,7.35,0.668,0.0481,2.72,0.74,151922.0,1.0119
11,2022-03-14,Nairobi,Kenya,2,monopoly,0,0,0,20710,13618,2161,7.17,0.675,0.0565,2.73,0.55,150738.0,1.0026
12,2022-03-21,Nairobi,Kenya,2,monopoly,0,0,0,21278,13135,1906,7.15,0.685,0.0528,2.8,0.8,155290.0,0.9966
13,2022-03-28,Nairobi,Kenya,2,monopoly,0,0,0,21284,14963,2064,7.12,0.661,0.0433,2.62,0.61,154280.0,1.0004
14,2022-04-04,Nairobi,Kenya,2,monopoly,0,0,0,21887,14195,1744,7.27,0.681,0.0457,2.78,0.63,161801.0,0.9792
15,2022-04-11,Nairobi,Kenya,2,monopoly,0,0,0,20833,13919,2178,7.2,0.669,0.0508,2.65,0.5,152085.0,0.9675
16,2022-04-18,Nairobi,Kenya,2,monopoly,0,0,0,21836,14294,1973,7.22,0.686,0.0439,2.75,0.59,160186.0,0.9727
17,2022-04-25,Nairobi,Kenya,2,monopoly,0,0,0,19516,12633,1786,7.14,0.651,0.0493,2.82,0.62,141694.0,0.9711
18,2022-05-02,Nairobi,Kenya,2,monopoly,0,0,0,20533,13151,1731,7.24,0.696,0.0533,2.9,0.52,150710.0,0.9847
19,2022-05-09,Nairobi,Kenya,2,monopoly,0,0,0,20136,13091,2181,7.36,0.699,0.0369,3.03,0.62,150636.0,0.9801
20,2022-05-16,Nairobi,Kenya,2,monopoly,0,0,0,18306,13030,1938,7.3,0.674,0.0494,2.89,0.74,136526.0,0.9132
21,2022-05-23,Nairobi,Kenya,2,monopoly,0,0,0,20668,13308,1643,7.15,0.673,0.0482,2.7,0.63,150291.0,0.9677
22,2022-05-30,Nairobi,Kenya,2,monopoly,0,0,0,22532,13910,2109,7.01,0.666,0.067,2.74,0.53,160161.0,0.996
23,2022-06-06,Nairobi,Kenya,2,monopoly,0,0,0,20768,13235,1758,7.14,0.671,0.0539,2.8,0.61,150706.0,0.9981
24,2022-06-13,Nairobi,Kenya,2,monopoly,0,0,0,21529,13378,1942,7.1,0.649,0.0601,2.96,0.67,155545.0,0.9831
25,2022-06-20,Nairobi,Kenya,2,monopoly,0,0,0,21381,13565,1783,7.11,0.668,0.0513,2.93,0.59,154420.0,0.983
26,2022-06-27,Nairobi,Kenya,2,monopoly,0,0,0,22150,13811,2040,7.4,0.731,0.0466,2.76,0.62,166479.0,0.9902
27,2022-07-04,Nairobi,Kenya,2,monopoly,0,0,0,21482,13729,1884,7.41,0.679,0.0371,2.88,0.57,161529.0,0.981
28,2022-07-11,Nairobi,Kenya,2,monopoly,0,0,0,19721,12923,1699,7.15,0.675,0.0447,2.78,0.64,143486.0,0.9918
29,2022-07-18,Nairobi,Kenya,2,monopoly,0,0,0,20878,13196,1756,7.19,0.679,0.0529,2.9,0.62,152567.0,0.988
30,2022-07-25,Nairobi,Kenya,2,monopoly,0,0,0,20124,13627,2032,7.19,0.654,0.0454,2.81,0.65,147349.0,0.989
31,2022-08-01,Nairobi,Kenya,2,monopoly,0,0,0,20520,13264,1779,7.14,0.652,0.0488,2.74,0.65,149099.0,0.9862
32,2022-08-08,Nairobi,Kenya,2,monopoly,0,0,0,20458,13602,1945,7.28,0.669,0.0433,2.92,0.75,151995.0,1.0114
33,2022-08-15,Nairobi,Kenya,2,monopoly,0,0,0,21660,13163,2259,7.19,0.644,0.0605,2.77,0.6,158105.0,1.0073
34,2022-08-22,Nairobi,Kenya,2,monopoly,0,0,0,20142,13568,2288,7.28,0.632,0.051,2.66,0.56,148913.0,0.9931
35,2022-08-29,Nairobi,Kenya,2,monopoly,0,0,0,21513,13773,2030,7.14,0.667,0.0492,2.75,0.56,155917.0,1.0046
36,2022-09-05,Nairobi,Kenya,2,monopoly,0,0,0,20094,13454,1904,7.35,0.68,0.0583,2.79,0.56,149951.0,0.9895
37,2022-09-12,Nairobi,Kenya,2,monopoly,0,0,0,20955,13747,2325,7.22,0.676,0.0395,2.85,0.63,153893.0,0.9955
38,2022-09-19,Nairobi,Kenya,2,monopoly,0,0,0,20436,14022,1856,7.26,0.66,0.0473,2.87,0.73,151436.0,0.9755
39,2022-09-26,Nairobi,Kenya,2,monopoly,0,0,0,20281,14067,2451,7.33,0.661,0.0421,2.78,0.63,151318.0,0.9695
40,2022-10-03,Nairobi,Kenya,2,monopoly,0,0,0,20301,13837,2035,7.26,0.652,0.0585,2.58,0.63,150000.0,0.9823
41,2022-10-10,Nairobi,Kenya,2,monopoly,0,0,0,20753,14557,1828,7.14,0.67,0.0482,2.82,0.58,150709.0,0.9966
42,2022-10-17,Nairobi,Kenya,2,monopoly,0,0,0,22407,14327,1720,7.3,0.683,0.0385,2.56,0.57,166021.0,0.9997
43,2022-10-24,Nairobi,Kenya,2,monopoly,0,0,0,23093,14578,2155,7.1,0.66,0.0392,2.84,0.57,166453.0,0.9985
44,2022-10-31,Nairobi,Kenya,2,monopoly,0,0,0,21227,14381,1944,7.34,0.664,0.065,2.96,0.55,158179.0,0.9957
45,2022-11-07,Nairobi,Kenya,2,monopoly,0,0,0,22918,14540,2399,7.3,0.659,0.0441,2.55,0.55,169700.0,0.981
46,2022-11-14,Nairobi,Kenya,2,monopoly,0,0,0,21837,13977,1945,6.96,0.664,0.0503,2.8,0.64,154669.0,0.9797
47,2022-11-21,Nairobi,Kenya,2,monopoly,0,0,0,21662,14349,1963,7.31,0.68,0.0313,2.79,0.66,161190.0,0.9817
48,2022-11-28,Nairobi,Kenya,2,monopoly,0,0,0,22636,15299,2696,7.17,0.664,0.0475,2.94,0.59,165008.0,0.9998
49,2022-12-05,Nairobi,Kenya,2,monopoly,0,0,0,23537,14684,1796,7.05,0.698,0.0474,3.01,0.53,168271.0,1.0036
50,2022-12-12,Nairobi,Kenya,2,monopoly,0,0,0,21411,14150,2451,7.04,0.676,0.04,2.83,0.7,153705.0,0.983
51,2022-12-19,Nairobi,Kenya,2,monopoly,0,0,0,21051,14730,2550,7.26,0.69,0.0421,2.7,0.58,155393.0,0.9925
52,2022-12-26,Nairobi,Kenya,2,monopoly,0,0,0,23488,14454,2477,7.23,0.663,0.0515,2.9,0.51,172030.0,0.9909
53,2023-01-02,Nairobi,Kenya,2,monopoly,0,0,0,22683,14872,2298,7.27,0.646,0.0325,2.78,0.66,167850.0,0.9866
54,2023-01-09,Nairobi,Kenya,2,monopoly,0,0,0,22105,15440,1979,7.16,0.674,0.0475,2.84,0.67,161375.0,0.998
55,2023-01-16,Nairobi,Kenya,2,monopoly,0,0,0,22923,14329,2329,7.37,0.665,0.0587,2.82,0.59,171479.0,0.9697
56,2023-01-23,Nairobi,Kenya,2,monopoly,0,0,0,23412,15723,2419,7.1,0.655,0.0451,2.7,0.44,168301.0,1.0168
57,2023-01-30,Nairobi,Kenya,2,monopoly,0,0,0,24144,15132,1953,7.14,0.661,0.0499,2.82,0.62,175203.0,1.0017
58,2023-02-06,Nairobi,Kenya,2,monopoly,0,0,0,23458,15425,2570,7.14,0.666,0.0486,2.73,0.59,170220.0,0.9977
59,2023-02-13,Nairobi,Kenya,2,monopoly,0,0,0,21736,15467,2149,7.11,0.672,0.0475,2.93,0.64,157513.0,1.0021
60,2023-02-20,Nairobi,Kenya,2,monopoly,0,0,0,24918,15316,2555,7.18,0.672,0.0478,2.73,0.63,181806.0,1.0121
61,2023-02-27,Nairobi,Kenya,2,monopoly,0,0,0,23345,15256,2608,7.25,0.673,0.0433,2.62,0.64,172180.0,1.0026
62,2023-03-06,Nairobi,Kenya,2,monopoly,0,0,0,22946,15672,1973,7.19,0.692,0.0316,2.85,0.61,167850.0,0.9997
63,2023-03-13,Nairobi,Kenya,2,monopoly,0,0,0,24360,15740,2270,7.22,0.677,0.0459,2.91,0.68,179090.0,0.9876
64,2023-03-20,Nairobi,Kenya,2,monopoly,0,0,0,25134,15954,2870,7.18,0.698,0.0357,2.67,0.6,183334.0,0.9788
65,2023-03-27,Nairobi,Kenya,2,monopoly,0,0,0,27228,16978,2702,7.06,0.677,0.0474,3.0,0.54,194980.0,0.9951
66,2023-04-03,Nairobi,Kenya,2,monopoly,0,0,0,26717,17283,2350,7.13,0.656,0.0352,2.33,0.64,193811.0,1.0118
67,2023-04-10,Nairobi,Kenya,2,monopoly,0,0,0,28877,18176,2590,7.22,0.668,0.0535,2.6,0.68,212200.0,1.0069
68,2023-04-17,Nairobi,Kenya,2,monopoly,0,0,0,26832,17511,2737,7.14,0.652,0.0439,2.58,0.43,193839.0,1.0155
69,2023-04-24,Nairobi,Kenya,2,monopoly,0,0,0,25384,15776,1892,7.25,0.661,0.0482,2.73,0.75,187584.0,1.014
70,2023-05-01,Nairobi,Kenya,2,monopoly,0,0,0,26729,16791,2697,7.12,0.666,0.0444,2.71,0.71,193887.0,1.002
71,2023-05-08,Nairobi,Kenya,2,monopoly,0,0,0,25827,16490,1963,7.09,0.678,0.0344,2.78,0.59,186032.0,1.0053
72,2023-05-15,Nairobi,Kenya,2,monopoly,0,0,0,25360,16708,2640,7.06,0.67,0.0441,2.86,0.48,181448.0,1.0204
73,2023-05-22,Nairobi,Kenya,2,monopoly,0,0,0,26884,16619,2935,7.08,0.665,0.0305,2.68,0.59,193280.0,1.0128
74,2023-05-29,Nairobi,Kenya,2,monopoly,0,0,0,23060,17017,2255,7.2,0.674,0.0447,2.88,0.62,169197.0,1.0256
75,2023-06-05,Nairobi,Kenya,2,monopoly,0,0,0,24119,16144,2357,7.09,0.696,0.0526,2.94,0.66,174200.0,0.9878
76,2023-06-12,Nairobi,Kenya,2,monopoly,0,0,0,24141,16606,2737,7.24,0.671,0.0541,2.88,0.55,177521.0,1.0011
77,2023-06-19,Nairobi,Kenya,2,monopoly,0,0,0,23766,16595,1866,7.19,0.675,0.0596,2.86,0.64,174064.0,1.0017
78,2023-06-26,Nairobi,Kenya,2,monopoly,0,1,0,22993,16563,2380,7.11,0.672,0.0572,2.98,0.54,166163.0,0.9978
79,2023-07-03,Nairobi,Kenya,2,monopoly,0,1,0,25297,16855,2120,7.14,0.657,0.0419,2.6,0.74,184362.0,0.9996
80,2023-07-10,Nairobi,Kenya,2,monopoly,0,1,0,24832,15398,2712,7.14,0.683,0.0471,2.71,0.49,179564.0,0.9779
81,2023-07-17,Nairobi,Kenya,2,monopoly,0,1,0,25706,15639,2253,7.15,0.668,0.0563,2.49,0.64,186801.0,0.9832
82,2023-07-24,Nairobi,Kenya,2,monopoly,0,1,0,23083,15408,2214,7.27,0.663,0.0411,2.79,0.66,170864.0,0.993
83,2023-07-31,Nairobi,Kenya,2,monopoly,0,1,0,24264,16044,2358,7.27,0.644,0.0438,2.99,0.53,178950.0,1.0117
84,2023-08-07,Nairobi,Kenya,2,monopoly,0,1,0,23072,16511,2285,7.31,0.68,0.0385,2.58,0.62,171727.0,1.0019
85,2023-08-14,Nairobi,Kenya,2,monopoly,0,1,0,24363,15732,1865,6.99,0.682,0.0458,2.49,0.62,173224.0,0.9923
86,2023-08-21,Nairobi,Kenya,2,monopoly,0,1,0,23595,15583,2344,7.28,0.669,0.0503,2.82,0.69,174997.0,0.9895
87,2023-08-28,Nairobi,Kenya,2,monopoly,0,1,0,23040,15970,3089,7.08,0.662,0.0587,2.85,0.49,165471.0,1.0032
88,2023-09-04,Nairobi,Kenya,2,monopoly,0,1,0,23713,16631,2090,7.35,0.661,0.0604,2.84,0.6,177284.0,1.0057
89,2023-09-11,Nairobi,Kenya,2,monopoly,0,1,0,25971,17105,2188,7.21,0.671,0.042,2.92,0.59,190278.0,0.9979
90,2023-09-18,Nairobi,Kenya,2,monopoly,0,1,0,25269,16232,2366,7.03,0.663,0.0417,2.93,0.65,180806.0,1.0043
91,2023-09-25,Nairobi,Kenya,2,monopoly,0,1,0,24608,17628,2658,7.25,0.66,0.0461,2.78,0.53,181211.0,1.0038
92,2023-10-02,Nairobi,Kenya,2,monopoly,0,1,0,24751,16993,2986,7.24,0.678,0.0343,2.77,0.69,182715.0,1.0132
93,2023-10-09,Nairobi,Kenya,2,monopoly,0,1,0,25334,16656,2781,7.09,0.671,0.0413,2.66,0.58,182516.0,1.0008
94,2023-10-16,Nairobi,Kenya,2,monopoly,0,1,0,24493,17071,2750,7.08,0.672,0.0351,2.75,0.65,176739.0,0.9969
95,2023-10-23,Nairobi,Kenya,2,monopoly,0,1,0,25796,16754,2399,7.01,0.659,0.041,2.63,0.62,183946.0,0.9937
96,2023-10-30,Nairobi,Kenya,2,monopoly,0,1,0,25776,16219,2143,7.25,0.638,0.0328,3.05,0.59,189747.0,0.9798
97,2023-11-06,Nairobi,Kenya,2,monopoly,0,1,0,24767,16746,1947,7.07,0.672,0.0405,2.67,0.5,177615.0,0.9901
98,2023-11-13,Nairobi,Kenya,2,monopoly,0,1,0,24174,16883,2303,7.16,0.678,0.0545,2.91,0.53,175770.0,0.9965
99,2023-11-20,Nairobi,Kenya,2,monopoly,0,1,0,25921,16989,2246,7.15,0.653,0.0406,2.81,0.6,188393.0,0.9978
100,2023-11-27,Nairobi,Kenya,2,monopoly,0,1,0,27316,17277,2060,7.21,0.646,0.0612,3.1,0.53,199695.0,0.996
101,2023-12-04,Nairobi,Kenya,2,monopoly,0,1,0,24993,16840,2268,7.22,0.666,0.0487,2.76,0.55,183228.0,0.9818
102,2023-12-11,Nairobi,Kenya,2,monopoly,0,1,0,26695,17273,2671,7.08,0.67,0.0527,2.93,0.52,191695.0,0.9835
103,2023-12-18,Nairobi,Kenya,2,monopoly,0,1,0,24715,16876,2223,7.16,0.667,0.0426,2.76,0.53,179643.0,0.9855
104,2023-12-25,Nairobi,Kenya,2,monopoly,0,1,0,25178,17259,3295,7.2,0.688,0.0492,2.86,0.59,184336.0,0.9818
1,2022-01-03,Lagos,Nigeria,2,monopoly,0,0,0,16157,10099,1733,6.77,0.657,0.0518,2.77,0.69,111473.0,1.0055
2,2022-01-10,Lagos,Nigeria,2,monopoly,0,0,0,16229,9878,1338,6.93,0.703,0.0369,2.58,0.64,114364.0,1.002
3,2022-01-17,Lagos,Nigeria,2,monopoly,0,0,0,15993,9926,1589,6.79,0.661,0.0448,2.71,0.57,110290.0,1.0084
4,2022-01-24,Lagos,Nigeria,2,monopoly,0,0,0,16360,10463,1778,7.0,0.682,0.0475,2.85,0.62,116466.0,1.0222
5,2022-01-31,Lagos,Nigeria,2,monopoly,0,0,0,16660,10535,1647,6.77,0.665,0.0536,2.82,0.69,114969.0,1.0119
6,2022-02-07,Lagos,Nigeria,2,monopoly,0,0,0,14965,10324,1411,6.98,0.667,0.0549,2.76,0.48,105942.0,1.0051
7,2022-02-14,Lagos,Nigeria,2,monopoly,0,0,0,15965,10215,1333,6.71,0.684,0.0593,2.97,0.6,108964.0,1.0207
8,2022-02-21,Lagos,Nigeria,2,monopoly,0,0,0,16743,10596,1281,6.85,0.672,0.0474,2.87,0.6,116597.0,1.0219
9,2022-02-28,Lagos,Nigeria,2,monopoly,0,0,0,16721,10819,1621,6.72,0.668,0.0486,2.83,0.61,114345.0,1.0091
10,2022-03-07,Lagos,Nigeria,2,monopoly,0,0,0,15849,10853,1701,6.87,0.636,0.0407,2.9,0.52,110576.0,1.0119
11,2022-03-14,Lagos,Nigeria,2,monopoly,0,0,0,16366,10532,1499,6.76,0.662,0.0491,2.91,0.58,112467.0,1.0026
12,2022-03-21,Lagos,Nigeria,2,monopoly,0,0,0,17338,10700,1615,6.75,0.674,0.0534,2.81,0.72,119343.0,0.9966
13,2022-03-28,Lagos,Nigeria,2,monopoly,0,0,0,19851,12037,1600,6.74,0.664,0.049,2.71,0.66,136179.0,1.0004
14,2022-04-04,Lagos,Nigeria,2,monopoly,0,0,0,17829,11132,1495,6.91,0.669,0.0453,2.63,0.67,125436.0,0.9792
15,2022-04-11,Lagos,Nigeria,2,monopoly,0,0,0,18320,11753,1699,6.86,0.688,0.043,2.99,0.61,127826.0,0.9675
16,2022-04-18,Lagos,Nigeria,2,monopoly,0,0,0,17896,11495,1602,6.89,0.678,0.0492,2.79,0.61,125407.0,0.9727
17,2022-04-25,Lagos,Nigeria,2,monopoly,0,0,0,15993,10852,1842,6.82,0.659,0.0544,2.62,0.54,110830.0,0.9711
18,2022-05-02,Lagos,Nigeria,2,monopoly,0,0,0,15540,10953,1970,6.7,0.662,0.0545,2.98,0.7,106418.0,0.9847
19,2022-05-09,Lagos,Nigeria,2,monopoly,0,0,0,17705,10923,1880,6.83,0.66,0.0554,2.67,0.49,122531.0,0.9801
20,2022-05-16,Lagos,Nigeria,2,monopoly,0,0,0,17311,10154,1358,6.91,0.679,0.047,2.68,0.52,121203.0,0.9132
21,2022-05-23,Lagos,Nigeria,2,monopoly,0,0,0,17494,11121,1970,6.63,0.651,0.0375,2.93,0.68,118254.0,0.9677
22,2022-05-30,Lagos,Nigeria,2,monopoly,0,0,0,17417,11519,1581,6.88,0.663,0.0479,3.03,0.63,122006.0,0.996
23,2022-06-06,Lagos,Nigeria,2,monopoly,0,0,0,18179,11367,1731,6.77,0.68,0.0578,3.12,0.83,125902.0,0.9981
24,2022-06-13,Lagos,Nigeria,2,monopoly,0,0,0,17473,10799,1333,6.68,0.666,0.0365,2.89,0.54,118469.0,0.9831
25,2022-06-20,Lagos,Nigeria,2,monopoly,0,0,0,18300,11344,1937,6.94,0.663,0.0457,2.95,0.43,128465.0,0.983
26,2022-06-27,Lagos,Nigeria,2,monopoly,0,0,0,18166,11125,1561,7.03,0.666,0.0475,2.93,0.58,129643.0,0.9902
27,2022-07-04,Lagos,Nigeria,2,monopoly,0,0,0,16788,11103,1768,6.96,0.674,0.0406,2.72,0.64,118976.0,0.981
28,2022-07-11,Lagos,Nigeria,2,monopoly,0,0,0,17039,10939,1735,6.88,0.668,0.0533,2.47,0.62,119263.0,0.9918
29,2022-07-18,Lagos,Nigeria,2,monopoly,0,0,0,15937,10682,1513,6.73,0.656,0.043,2.65,0.49,108826.0,0.988
30,2022-07-25,Lagos,Nigeria,2,monopoly,0,0,0,18061,11333,1518,6.91,0.693,0.0526,2.87,0.55,126671.0,0.989
31,2022-08-01,Lagos,Nigeria,2,monopoly,0,0,0,16898,10789,1511,6.81,0.695,0.0446,2.84,0.6,117017.0,0.9862
32,2022-08-08,Lagos,Nigeria,2,monopoly,0,0,0,18222,11102,1574,6.97,0.688,0.0562,2.97,0.57,128906.0,1.0114
33,2022-08-15,Lagos,Nigeria,2,monopoly,0,0,0,18051,10927,1506,6.78,0.645,0.0556,2.9,0.59,124320.0,1.0073
34,2022-08-22,Lagos,Nigeria,2,monopoly,0,0,0,16615,11706,1407,6.85,0.655,0.0527,2.64,0.61,115955.0,0.9931
35,2022-08-29,Lagos,Nigeria,2,monopoly,0,0,0,16824,11470,2072,6.63,0.662,0.0591,2.91,0.64,113745.0,1.0046
36,2022-09-05,Lagos,Nigeria,2,monopoly,0,0,0,17807,10930,1568,6.74,0.668,0.0472,2.9,0.67,122216.0,0.9895
37,2022-09-12,Lagos,Nigeria,2,monopoly,0,0,0,19180,11537,1748,6.77,0.646,0.0444,3.17,0.59,131891.0,0.9955
38,2022-09-19,Lagos,Nigeria,2,monopoly,0,0,0,18032,11949,1802,6.66,0.668,0.0475,2.74,0.58,122172.0,0.9755
39,2022-09-26,Lagos,Nigeria,2,monopoly,0,0,0,19214,11900,1535,6.75,0.686,0.0444,2.81,0.54,131622.0,0.9695
